timeStamp,jarakObjek,jarakOrang,reasoningTime,endToEndTime,backendTime,valveStatus,washingStatus
28-10-2025 18:36:59,19.669,126.225,0,0,43,st_actOFF,st_washNO
28-10-2025 18:37:01,19.669,126.225,0,0,8,st_actOFF,st_washNO
28-10-2025 18:37:03,19.669,126.225,0,0,13,st_actOFF,st_washNO
28-10-2025 18:37:05,19.669,126.225,0,0,18,st_actOFF,st_washNO
28-10-2025 18:37:07,19.669,126.225,0,0,13,st_actOFF,st_washNO
28-10-2025 18:37:09,19.669,126.225,0,0,10,st_actOFF,st_washNO
28-10-2025 18:37:11,19.669,126.225,0,0,5,st_actOFF,st_washNO
28-10-2025 18:37:13,19.669,126.225,0,0,10,st_actOFF,st_washNO
28-10-2025 18:37:15,19.669,126.225,0,0,15,st_actOFF,st_washNO
28-10-2025 18:37:17,19.669,126.225,0,0,17,st_actOFF,st_washNO
28-10-2025 18:37:19,19.669,126.225,0,0,20,st_actOFF,st_washNO
28-10-2025 18:37:21,19.669,126.225,0,0,7,st_actOFF,st_washNO
28-10-2025 18:37:23,19.669,126.225,0,0,16,st_actOFF,st_washNO
28-10-2025 18:37:25,19.669,126.225,0,0,16,st_actOFF,st_washNO
28-10-2025 18:37:27,19.669,126.225,0,0,20,st_actOFF,st_washNO
28-10-2025 18:37:29,19.669,126.225,0,0,8,st_actOFF,st_washNO
28-10-2025 18:37:31,19.669,126.225,0,0,8,st_actOFF,st_washNO
28-10-2025 18:37:34,19.669,126.225,0,0,25,st_actOFF,st_washNO
28-10-2025 18:37:36,19.669,126.225,0,0,10,st_actOFF,st_washNO
28-10-2025 18:37:38,19.669,126.225,0,0,11,st_actOFF,st_washNO
28-10-2025 18:37:40,19.669,126.225,0,0,9,st_actOFF,st_washNO
28-10-2025 18:37:42,19.669,126.225,0,0,9,st_actOFF,st_washNO
28-10-2025 18:37:44,19.669,126.225,0,0,10,st_actOFF,st_washNO
28-10-2025 18:37:46,19.669,126.225,0,0,15,st_actOFF,st_washNO
28-10-2025 18:37:48,19.669,126.225,0,0,8,st_actOFF,st_washNO
28-10-2025 18:37:50,19.669,126.225,0,0,9,st_actOFF,st_washNO
28-10-2025 18:37:52,19.669,126.225,0,0,15,st_actOFF,st_washNO
28-10-2025 18:37:54,19.669,126.225,0,0,8,st_actOFF,st_washNO
28-10-2025 18:37:56,19.669,126.225,0,0,12,st_actOFF,st_washNO
28-10-2025 18:37:58,19.669,126.225,0,0,8,st_actOFF,st_washNO
